,is_active,brand,piracy,A_true,A_true,A_true,A_true,A_true,A_false,A_false,A_false,A_false,A_false,internal_B_true,internal_B_true,internal_B_true,internal_B_true,internal_B_true,external_B_true,external_B_true,external_B_true,external_B_true,external_B_true,B_true,B_true,B_true,B_true,B_true,internal_C_true,internal_C_true,internal_C_true,internal_C_true,internal_C_true,external_C_true,external_C_true,external_C_true,external_C_true,external_C_true,C_true,C_true,C_true,C_true,C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,one_week_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,two_weeks_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,one_month_B_true_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,avg_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,median_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,min_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,max_time_start_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,avg_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,median_time_B_true_C_true,automatization_A,automatization_A,automatization_A,automatization_A,automatization_A,automatization_B,automatization_B,automatization_B,automatization_B,automatization_B,automatization_C,automatization_C,automatization_C,automatization_C,automatization_C
,unique,unique,unique,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4,cum_q0,cum_q1,cum_q2,cum_q3,cum_q4
contractid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,inactive,1,0,10.0,15.0,20.0,41.0,92.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,8.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,17.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.020657600875,0.04131520175,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,11.5,23.0,0.0,0.0,0.0,10.0,20.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,16.0,32.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,inactive,1,0,0.0,177.5,355.0,749.0,1498.0,0.0,0.0,0.0,71.5,143.0,0.0,0.0,0.0,56.5,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.5,113.0,0.0,3.5,7.0,15.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,7.0,15.5,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888889,0.7777777778,0.0,0.1,0.2,0.7,1.4,0.0,8.0,16.0,35.5,71.0,0.0,7.5,15.0,35.25,70.5,0.0,6.5,13.0,24.5,49.0,0.0,10.5,21.0,47.0,94.0,0.0,6.5,13.0,31.0,62.0,0.0,6.5,13.0,31.5,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,active,1,0,46.0,1106.0,3100.0,6146.0,99231.0,0.0,1773.0,7173.0,16347.0,244122.0,0.0,85.0,601.0,2055.0,31004.0,0.0,0.0,0.0,0.0,31.0,0.0,86.0,605.0,2064.0,31135.0,19.0,203.0,783.0,2109.0,32204.0,0.0,0.0,0.0,0.0,21.0,19.0,204.0,787.0,2113.0,32288.0,0.0,0.06439212485000001,0.53437625605,2.03471335065,35.34907024265001,0.0,0.6021173762,2.5912894385,6.338620218800001,94.59064971360002,0.0,1.5907489311,4.6193294187000005,9.3202282581,142.3996407649,10.0,227.0,661.0,1533.0,24814.0,1.0,97.0,484.0,1332.0,21859.0,0.0,3.0,30.0,130.0,2615.0,23.0,556.0,2047.0,4167.0,64686.0,5.0,98.0,276.0,675.0,12171.0,0.0,29.0,125.0,446.0,8523.5,0.0,0.01,0.18,0.78,13.0,0.0,0.09,0.49,1.26,21.45,0.0,0.39999999999999997,2.5300000000000002,7.69,108.77000000000001
297,inactive,1,0,0.0,0.0,124.5,404.0,1992.0,0.0,0.0,0.5,162.0,1568.0,0.0,0.0,0.0,19.25,555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.25,555.0,0.0,0.0,1.5,19.25,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,19.25,279.0,0.0,0.0,0.0,0.015536723175000003,1.1242937854,0.0,0.0,0.0,1.2443502825000001,5.9830508475,0.0,0.0,0.5,2.25,10.0,0.0,0.0,11.0,77.25,376.0,0.0,0.0,11.0,78.0,383.0,0.0,0.0,8.0,48.75,276.0,0.0,0.0,11.0,80.0,399.0,0.0,0.0,3.0,18.0,92.0,0.0,0.0,3.0,19.25,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
298,active,1,0,340.0,4970.0,24513.0,75073.0,1169940.0,6.0,232.0,4198.0,13544.0,277646.0,0.0,0.0,2759.0,11951.0,267261.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,2775.0,11973.0,267588.0,60.0,2217.0,8721.0,23991.0,394823.0,0.0,0.0,0.0,1.0,63.0,60.0,2222.0,8737.0,24014.0,395138.0,0.0,0.0,0.0,0.0508302952,5.3040417719,0.0,0.0,0.0126954178,0.9533249548,21.1067527134,0.0,0.0,0.45208763460000007,3.0766645041,49.1865857708,18.0,321.0,787.0,1822.0,29468.0,12.0,227.0,576.5,1560.0,24895.0,0.0,0.0,0.0,5.0,408.0,22.0,774.0,2564.0,5470.0,83938.0,6.0,170.0,525.0,1325.0,21985.0,7.0,114.0,374.0,1081.0,18346.0,0.0,0.08,1.4,6.04,83.17,0.0,1.02,4.35,10.0,144.66,0.0,0.0,0.02,0.54,9.76
299,active,1,0,105.0,1249.0,4195.0,12514.0,188869.0,2.0,1470.0,11886.0,54282.0,828813.0,0.0,597.0,2050.0,6624.0,102487.0,0.0,0.0,8.0,47.0,1305.0,0.0,655.0,2179.0,6833.0,105824.0,0.0,405.0,1809.0,4367.0,76182.0,0.0,0.0,2.0,32.0,580.0,0.0,413.0,1877.0,4470.0,77677.0,0.0,0.0059957863,0.5071509615,1.9079023948000002,30.010170230900002,0.0,0.29752509019999995,1.8450587211,4.5675569967000005,69.0870196308,0.0,0.9187885833000001,3.6722081225000003,7.623920970100001,116.66551721270002,0.0,136.0,430.0,823.0,12665.0,0.0,90.0,268.0,550.5,8933.0,0.0,0.0,8.0,55.0,879.0,0.0,436.0,1781.0,3897.0,58598.0,0.0,55.0,234.0,519.0,7853.0,0.0,38.0,142.0,336.0,5347.0,0.02,0.55,1.9100000000000001,4.760000000000001,74.37,0.0,0.03,0.30000000000000004,2.1500000000000004,33.980000000000004,0.0,0.0,0.0,0.0,0.79
300,inactive,1,0,130.0,1103.5,2077.0,3050.5,4154.0,8.0,11.25,14.5,17.75,29.0,151.0,225.25,299.5,373.75,599.0,0.0,0.0,0.0,0.0,0.0,151.0,225.25,299.5,373.75,599.0,56.0,128.5,201.0,273.5,402.0,0.0,0.0,0.0,0.0,0.0,56.0,128.5,201.0,273.5,402.0,0.323943662,0.48465794772500004,0.64537223345,0.8060865191750001,1.2907444669,0.5669014085,0.790115694225,1.0133299799500002,1.236544265675,2.0266599599000004,0.9683098592,1.2183098592000001,1.4683098592000001,1.7183098592000001,2.9366197184000002,9.0,14.0,19.0,24.0,38.0,8.0,13.0,18.0,23.0,36.0,1.0,1.75,2.5,3.25,5.0,19.0,30.25,41.5,52.75,83.0,5.0,8.25,11.5,14.75,23.0,3.0,5.5,8.0,10.5,16.0,0.0,0.015,0.03,0.045,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
301,active,1,0,5.0,754.0,1762.0,3177.0,52998.0,0.0,12.0,374.0,1481.0,32645.0,0.0,81.0,389.0,917.0,15543.0,0.0,0.0,0.0,0.0,37.0,0.0,81.0,397.0,925.0,15681.0,0.0,80.0,436.0,1032.0,16439.0,0.0,0.0,0.0,0.0,23.0,0.0,80.0,455.0,1054.0,16752.0,0.0,0.0,0.0,0.2455929487,5.3553430625,0.0,0.0,0.0,0.39244824510000004,12.072928532,0.0,0.0,0.1911764479,1.8235556669000001,29.435569734000005,0.0,242.0,911.0,1744.0,28448.0,0.0,184.5,611.0,1369.0,22966.5,0.0,39.0,131.0,332.0,6195.0,0.0,445.0,1785.0,3883.0,59134.0,0.0,199.0,799.0,1561.0,25479.0,0.0,142.0,528.5,1199.0,20437.0,0.0,0.0,0.14,0.8800000000000001,16.110000000000003,0.0,0.0,0.0,0.04,1.37,0.0,0.01,0.43,2.46,37.910000000000004
302,inactive,1,0,195.0,1395.75,2859.5,4936.5,13891.0,0.0,48.75,98.0,281.75,930.0,0.0,1188.0,2798.0,4779.5,12678.0,0.0,0.0,0.0,9.25,37.0,0.0,1215.75,2835.0,4816.5,12789.0,12.0,1185.0,2393.0,3932.75,10899.0,0.0,0.0,0.0,0.75,3.0,12.0,1187.25,2396.0,3935.75,10908.0,0.0,0.486386138625,0.9766210035,1.4969314565750003,4.026786366800001,0.0,0.5561881188,1.18307993645,1.856878581875,4.9199470569,0.0,0.7228588661249999,1.4499229325999998,2.1860340437,5.835879908899999,0.0,6.75,13.5,21.25,58.0,0.0,3.0,7.5,14.0,38.0,0.0,0.0,0.0,0.25,1.0,0.0,36.75,89.5,152.0,397.0,0.0,4.5,9.5,15.0,40.0,0.0,2.25,5.0,8.75,24.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0325,0.24,0.5575,1.4,0.03,0.165,0.42,0.7525000000000001,1.9900000000000002
303,inactive,1,0,146.0,233.25,320.5,407.75,641.0,0.0,0.5,1.0,1.5,2.0,56.0,71.5,87.0,102.5,174.0,0.0,0.0,0.0,0.0,0.0,56.0,71.5,87.0,102.5,174.0,0.0,7.0,14.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,21.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.16,0.24,0.32,0.08,0.1875,0.295,0.4025,0.59,0.0,0.0,0.0,0.0,0.0
304,active,1,0,33.0,361.0,936.0,1745.0,28156.0,0.0,3.0,47.0,7293.0,153099.0,0.0,62.0,213.0,519.0,8293.0,0.0,2.0,15.0,56.0,1002.0,1.0,79.0,293.0,651.0,10331.0,0.0,26.0,130.0,386.0,6313.0,0.0,0.0,10.0,56.0,888.0,0.0,45.0,174.0,491.0,7854.0,0.0,0.0,0.0,0.2409451181,7.652525914599999,0.0,0.0,0.0,1.1845374711,22.864396230199997,0.0,0.12104072399999999,1.8911123190999999,5.758139551,84.7747850353,0.0,80.0,306.0,620.0,9840.0,0.0,64.5,230.0,482.5,7879.5,0.0,20.0,68.0,178.0,3101.0,0.0,123.0,691.0,1905.0,28503.0,0.0,53.0,227.0,504.0,7975.0,0.0,39.5,173.0,386.5,6384.5,0.0,0.0,0.19,1.2799999999999998,25.199999999999996,0.0,0.0,0.0,0.18000000000000002,8.770000000000001,0.0,0.0,0.0,0.0,0.0
305,active,1,0,131.0,2688.0,7003.0,12627.0,201278.0,0.0,3.0,65.0,1393.0,33123.0,4.0,205.0,872.0,1999.0,32196.0,0.0,0.0,0.0,0.0,48.0,4.0,246.0,913.0,2040.0,33020.0,0.0,168.0,616.0,1347.0,23856.0,0.0,0.0,0.0,0.0,50.0,0.0,168.0,618.0,1390.0,24246.0,0.0,0.0,0.0,0.035353535400000004,2.9899918743000002,0.0,0.0,0.0,0.3026056656,10.4655783446,0.0,0.0,0.3969248069,2.1607847323000002,39.1045719537,0.0,155.0,539.0,1178.0,19359.0,0.0,135.0,477.5,993.5,17609.0,0.0,50.0,153.0,330.0,5634.0,0.0,324.0,1219.0,2893.0,44748.0,0.0,114.0,427.0,983.0,16294.0,0.0,99.0,327.5,718.5,13641.0,0.0,0.0,0.12,2.63,42.769999999999996,0.0,0.0,0.0,0.18000000000000002,6.83,0.0,0.0,0.0,0.0,0.0
306,active,1,0,447.0,6912.0,15919.0,29628.0,482257.0,10.0,169.0,2655.0,22382.0,358513.0,0.0,969.0,2555.0,5102.0,83035.0,0.0,0.0,0.0,0.0,106.0,0.0,983.0,2609.0,5175.0,84163.0,43.0,874.0,2232.0,4252.0,69793.0,0.0,0.0,0.0,5.0,211.0,43.0,890.0,2261.0,4299.0,70585.0,0.0,0.0,0.20721717125,0.87974078385,19.09255893365,0.0,0.041073502799999995,0.8338097079000001,2.6759824616,43.4972491935,0.0,0.9032329709,3.5545720932,6.736274417800001,107.6206864113,9.0,182.0,489.0,974.0,15494.0,9.0,133.5,381.5,740.0,12016.0,0.0,1.0,15.0,59.0,912.0,13.0,671.0,2190.0,4483.0,69266.0,4.0,123.0,354.0,769.0,12112.0,3.0,70.0,244.0,496.0,8184.0,0.02,0.56,1.87,4.44,69.34,0.0,0.12,0.64,1.71,25.779999999999998,0.0,0.0,0.0,0.0,0.15999999999999998
307,active,1,0,27.0,2432.0,8929.0,23750.0,381818.0,0.0,38.0,703.0,4078.0,83128.0,0.0,255.0,1531.0,5021.0,80717.0,0.0,0.0,0.0,2.0,78.0,0.0,255.0,1533.0,5031.0,80854.0,0.0,412.0,2114.0,5253.0,80297.0,0.0,0.0,0.0,1.0,48.0,0.0,413.0,2117.0,5259.0,80396.0,0.0,0.0,0.061323004099999995,0.7205415921,13.9885405361,0.0,0.0,0.182951158,1.9669559809,33.3335574725,0.0,0.15541448400000002,1.3425670505999998,4.583300257099999,68.28644781009999,0.0,160.0,509.0,1109.0,17628.0,0.0,119.0,447.0,957.0,15317.0,0.0,9.0,50.0,161.0,2743.0,0.0,421.0,1671.0,3350.0,51517.0,0.0,69.0,298.0,714.0,11374.0,0.0,40.0,182.5,522.5,8415.0,0.0,0.18,2.94,8.090000000000002,112.98000000000002,0.0,0.01,0.15,1.1400000000000001,19.27,0.0,0.0,0.0,0.01,1.09
308,inactive,1,0,0.0,424.0,1029.0,1955.5,11197.0,0.0,62.25,315.5,1100.75,7380.0,0.0,220.25,777.5,1627.5,9233.0,0.0,0.0,0.0,0.0,1.0,0.0,220.25,777.5,1627.75,9235.0,0.0,89.25,553.0,1594.0,8493.0,0.0,0.0,0.0,0.0,1.0,0.0,89.25,553.5,1595.0,8497.0,0.0,0.08282208592500001,0.39207006915,0.8727314635250001,4.4842812720000005,0.0,0.2070552147,0.9506735613499999,2.0333683651250003,10.3142490153,0.0,0.43991853360000005,1.8585901443500001,3.6006766344,17.3557682367,0.0,12.0,42.0,88.5,433.0,0.0,12.0,48.5,92.5,460.0,0.0,2.25,8.5,18.75,95.0,0.0,15.75,86.0,213.0,1082.0,0.0,5.25,21.5,45.0,240.0,0.0,6.0,21.0,47.5,247.0,0.0,0.0,0.0,0.0025,0.03,0.0,0.14250000000000002,0.65,1.5025,7.6,0.0,0.0,0.0,0.0,0.0
309,active,1,0,12.0,488.0,1247.0,2551.0,44780.0,0.0,40.0,232.0,963.0,14488.0,0.0,159.0,623.0,1504.0,25274.0,0.0,0.0,0.0,1.0,187.0,0.0,169.0,698.0,1588.0,26498.0,24.0,309.0,742.0,1383.0,23565.0,0.0,0.0,0.0,4.0,113.0,26.0,319.0,756.0,1397.0,23925.0,0.0,0.0,0.0,0.0324507588,3.2585144349000004,0.0,0.0,0.0061349693,0.5212101573,12.4188193083,0.0,0.0,0.19852813860000001,1.7007277257000002,32.664110546900005,10.0,255.0,943.0,1921.0,29788.0,9.0,198.0,690.5,1509.5,24453.0,3.0,48.0,173.0,504.0,8211.0,14.0,494.0,1783.0,4165.0,64423.0,4.0,202.0,769.0,1663.0,25637.0,5.0,117.0,451.5,1190.0,19382.5,0.0,0.01,0.46,2.74,38.400000000000006,0.0,0.62,2.8000000000000003,6.51,96.16999999999999,0.0,0.0,0.0,0.0,2.1400000000000006
310,inactive,1,0,219.0,452.25,685.5,918.75,1371.0,20.0,154.75,289.5,424.25,579.0,341.0,502.0,663.0,824.0,1326.0,0.0,0.0,0.0,0.0,0.0,341.0,502.0,663.0,824.0,1326.0,201.0,366.25,531.5,696.75,1063.0,0.0,0.0,0.0,0.0,0.0,201.0,366.25,531.5,696.75,1063.0,0.2816,0.5290747474749999,0.77654949495,1.024024242425,1.5530989899,0.6816,0.9316,1.1816,1.4316,2.3632,1.0,1.25,1.5,1.75,3.0,7.0,11.25,15.5,19.75,31.0,6.0,10.75,15.5,20.25,31.0,1.0,1.5,2.0,2.5,4.0,12.0,19.25,26.5,33.75,53.0,4.0,6.75,9.5,12.25,19.0,4.0,6.75,9.5,12.25,19.0,0.0,0.0025,0.005,0.0075,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
311,active,1,0,35.0,1649.0,4826.0,9492.0,161604.0,0.0,111.0,697.0,2482.0,39193.0,0.0,0.0,3.0,859.0,19511.0,0.0,0.0,1.0,18.0,634.0,0.0,0.0,18.0,922.0,20635.0,0.0,108.0,420.0,1386.0,25160.0,0.0,0.0,5.0,23.0,526.0,0.0,115.0,431.0,1431.0,26294.0,0.0,0.0,0.0,0.9605225054,19.4093849711,0.0,0.0,0.09178321680000001,1.7091547468,31.115745191399995,0.0,0.0,0.2248277023,3.3744154641,50.1417654945,0.0,105.0,610.0,1648.0,25481.0,0.0,86.0,456.0,1322.5,20857.0,0.0,9.0,42.0,357.0,6145.0,0.0,508.0,1941.0,4495.0,67701.0,0.0,57.0,362.0,1195.0,18636.0,0.0,35.5,210.5,795.5,13272.5,0.0,0.0,0.14,1.59,26.400000000000002,0.0,0.0,0.0,0.0,1.83,0.0,0.0,0.0,0.0,0.0
312,inactive,1,0,179.0,768.75,1358.5,1948.25,2717.0,0.0,17.5,35.0,52.5,70.0,10.0,21.25,32.5,43.75,65.0,0.0,0.0,0.0,0.0,0.0,10.0,21.25,32.5,43.75,65.0,0.0,11.0,22.0,33.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,22.0,33.0,44.0,0.0,0.17682926829999998,0.35365853659999996,0.5304878048999999,0.7073170731999999,0.0,0.231707317075,0.46341463415,0.695121951225,0.9268292683,0.0,0.25,0.5,0.75,1.0,0.0,4.75,9.5,14.25,19.0,0.0,4.75,9.5,14.25,19.0,0.0,1.75,3.5,5.25,7.0,0.0,7.25,14.5,21.75,29.0,0.0,1.5,3.0,4.5,6.0,0.0,1.25,2.5,3.75,5.0,0.0,0.0,0.0,0.0,0.0,0.18,0.38,0.58,0.78,1.16,0.05,0.22000000000000003,0.39000000000000007,0.56,0.7800000000000001
313,inactive,1,0,75.0,749.0,1651.0,2936.0,34748.0,0.0,0.0,2.0,40.0,17561.0,0.0,0.0,8.0,133.0,1425.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,8.0,134.0,1438.0,0.0,9.0,29.0,99.0,1386.0,0.0,0.0,0.0,0.0,6.0,0.0,9.0,29.0,101.0,1401.0,0.0,0.0,0.0,0.0,0.7328042327000001,0.0,0.0,0.0,0.0119047619,5.0420634921000005,0.0,0.0,0.0,0.323015873,8.5603174603,0.0,19.0,198.0,757.0,7964.0,0.0,19.0,201.0,798.0,8524.0,0.0,0.0,38.0,196.0,2578.0,0.0,19.0,364.0,1237.0,12579.0,0.0,8.0,130.0,652.0,7266.0,0.0,6.0,140.0,683.0,7460.5,0.0,0.0,0.04,0.43000000000000005,7.310000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
314,inactive,1,0,12.0,64.5,117.0,299.0,610.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,9.0,28.5,57.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,9.0,28.5,57.0,0.0,1.5,3.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,3.0,5.0,10.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,1.0,1.5,3.0,0.0,15.5,31.0,52.5,105.0,0.0,17.5,35.0,56.5,113.0,0.0,11.5,23.0,44.5,89.0,0.0,18.5,37.0,58.5,117.0,0.0,3.5,7.0,21.5,43.0,0.0,3.5,7.0,21.5,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
315,inactive,1,0,0.0,0.0,0.0,16.75,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,43.0,0.0,0.0,0.0,0.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,6.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.125,2.0,0.0,0.0,0.0,4.5,76.0,0.0,0.0,0.0,4.5,76.0,0.0,0.0,0.0,3.75,65.0,0.0,0.0,0.0,5.25,87.0,0.0,0.0,0.0,2.25,45.0,0.0,0.0,0.0,2.25,45.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,inactive,1,0,0.0,0.0,151.5,584.5,6599.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0.0,0.0,0.0,30.5,404.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,404.0,0.0,0.0,0.0,0.0,0.1071428571,0.0,0.0,0.0,0.0,0.14285714289999998,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,60.0,2765.0,0.0,0.0,0.0,72.75,2941.0,0.0,0.0,0.0,9.0,1815.0,0.0,0.0,0.0,74.25,3204.0,0.0,0.0,0.0,11.25,1920.0,0.0,0.0,0.0,11.25,1924.0,0.0,0.0,0.08499999999999999,2.71,28.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,active,1,0,0.0,0.0,0.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
319,inactive,1,0,0.0,0.0,2.5,30.75,1685.0,0.0,0.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1899999999999995,8.44,12.69,151.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,inactive,1,0,133.0,173.25,213.5,253.75,427.0,1.0,6.25,11.5,16.75,23.0,58.0,73.75,89.5,105.25,179.0,0.0,0.0,0.0,0.0,0.0,58.0,73.75,89.5,105.25,179.0,0.0,29.25,58.5,87.75,117.0,0.0,0.0,0.0,0.0,0.0,0.0,29.25,58.5,87.75,117.0,0.0,0.13596491227500002,0.27192982455000003,0.40789473682500005,0.5438596491000001,0.0,0.25,0.5,0.75,1.0,0.0,0.25,0.5,0.75,1.0,0.0,2.5,5.0,7.5,10.0,0.0,2.75,5.5,8.25,11.0,0.0,0.5,1.0,1.5,2.0,0.0,4.5,9.0,13.5,18.0,0.0,1.5,3.0,4.5,6.0,0.0,1.75,3.5,5.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.01,0.015,0.02,0.0,0.005,0.01,0.015,0.02
321,inactive,1,0,5.0,124.0,317.0,765.25,9511.0,0.0,0.0,0.0,1.75,65.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.75,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,108.0,0.0,0.0,0.0,0.0,0.9047619048000001,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.3333333334,0.0,0.0,0.0,0.0,651.0,0.0,0.0,0.0,0.0,656.0,0.0,0.0,0.0,0.0,616.0,0.0,0.0,0.0,0.0,683.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,2.2199999999999998,24.49,0.0,0.0,0.27,3.3249999999999997,33.79,0.0,0.0,0.0,0.0,2.49
